1;0;2539.00;10.85;1162.00;0.00;1.32
2;0;3087.00;11.30;1401.00;0.00;1.20
3;0;1757.00;10.20;1040.00;0.00;1.28
4;0;3904.00;13.00;863.00;0.00;1.20
5;0;3166.00;10.92;1768.00;0.00;1.04
6;0;2076.00;11.80;842.00;0.00;1.08
7;0;3806.00;10.70;442.00;0.00;1.20
8;0;3150.00;9.80;1804.00;0.00;0.92
9;0;1982.00;11.42;624.00;0.00;1.04
10;0;4065.00;10.60;1097.00;0.00;1.16
11;0;3663.00;10.32;299.00;0.00;0.96
12;0;1708.00;10.02;1441.00;0.00;1.00
13;0;3511.00;10.27;767.00;0.00;0.96
14;0;3375.00;12.50;1386.00;0.00;1.28
15;0;2023.00;12.60;679.00;0.00;1.32
16;0;3094.00;10.40;1588.00;0.00;1.44
17;0;2887.00;10.57;1354.00;0.00;1.12
18;0;3038.00;9.70;1488.00;0.00;1.12
19;0;3104.00;11.85;1207.00;0.00;1.44
20;0;4101.00;11.20;762.00;0.00;1.16
21;0;2432.00;10.22;766.00;0.00;1.04
22;0;3400.00;10.20;1584.00;0.00;1.12
23;0;3113.00;10.27;1804.00;0.00;0.96
24;0;2772.00;10.52;964.00;0.00;1.12
25;0;3232.00;10.10;1785.00;0.00;0.76
26;0;3039.00;11.85;1109.00;0.00;1.12
27;0;1735.00;12.80;868.00;0.00;1.24
28;0;4179.00;10.90;1449.00;0.00;1.12
29;0;1595.00;10.55;587.00;0.00;1.08
30;0;2535.00;12.20;1027.00;0.00;1.32
31;0;2293.00;10.50;1681.00;0.00;1.36
32;0;3660.00;11.80;1491.00;0.00;1.16
33;0;1592.00;10.07;351.00;0.00;1.24
34;0;3889.00;9.90;1649.00;0.00;0.72
35;0;3006.00;11.02;979.00;0.00;1.20
36;0;3635.00;10.00;1177.00;0.00;1.40
37;0;1909.00;11.57;811.00;0.00;1.08
38;0;2059.00;10.55;921.00;0.00;1.04
39;0;2075.00;10.30;1535.00;0.00;1.08
40;0;2219.00;10.05;1551.00;0.00;1.16
41;0;2287.00;10.62;1187.00;0.00;1.08
42;0;3488.00;10.90;1598.00;0.00;1.28
43;0;2344.00;10.80;1162.00;0.00;1.08
44;0;2146.00;11.32;1437.00;0.00;1.12
45;0;2198.00;10.37;1251.00;0.00;1.24
46;0;3603.00;12.20;737.00;0.00;1.12
47;0;4183.00;10.20;679.00;0.00;0.76
48;0;1937.00;11.97;1405.00;0.00;1.04
49;0;3119.00;11.30;1746.00;0.00;1.20
50;0;1990.00;10.82;1292.00;0.00;1.00
51;0;1777.00;10.90;547.00;0.00;1.28
52;0;2706.00;11.67;1410.00;0.00;1.36
53;0;1593.00;11.50;923.00;0.00;1.08
54;0;2941.00;11.70;1525.00;0.00;1.20
55;0;3184.00;9.82;1531.00;0.00;1.24
56;0;2380.00;10.57;806.00;0.00;1.20
57;0;3199.00;10.85;1228.00;0.00;1.28
58;0;2689.00;10.87;789.00;0.00;1.32
59;0;3894.00;10.02;459.00;0.00;0.72
60;0;3984.00;11.57;1110.00;0.00;1.28
61;0;1907.00;11.62;754.00;0.00;1.20
62;0;2351.00;11.10;852.00;0.00;1.20
63;0;3071.00;13.00;1312.00;0.00;1.20
64;0;2312.00;11.95;1321.00;0.00;1.08
65;0;4213.00;10.95;1188.00;0.00;1.08
66;0;2202.00;10.40;611.00;0.00;1.04
67;0;2277.00;11.70;1339.00;0.00;1.04
68;0;4060.00;10.35;634.00;0.00;1.16
69;0;3976.00;11.90;939.00;0.00;1.24
70;0;2801.00;12.25;888.00;0.00;1.32
71;0;2977.00;11.05;1049.00;0.00;1.00
72;0;2857.00;11.37;1125.00;0.00;1.12
73;0;3555.00;11.60;687.00;0.00;1.08
74;0;2332.00;12.82;1083.00;0.00;1.00
75;0;1829.00;11.10;912.00;0.00;1.00
76;0;2759.00;10.32;1129.00;0.00;1.12
77;0;2674.00;11.95;1167.00;0.00;1.20
78;0;3418.00;11.60;1203.00;0.00;1.20
79;0;3391.00;10.92;660.00;0.00;1.16
80;0;2394.00;10.22;651.00;0.00;1.20
81;0;2471.00;10.90;1133.00;0.00;1.00
82;0;2285.00;10.75;1143.00;0.00;1.12
83;0;4199.00;10.65;798.00;0.00;1.00
84;0;1782.00;11.00;1425.00;0.00;1.08
85;0;3251.00;11.60;1752.00;0.00;1.12
86;0;2924.00;10.20;1631.00;0.00;1.20
87;0;2959.00;10.00;1472.00;0.00;1.16
88;0;2265.00;10.97;1094.00;0.00;1.04
89;0;3661.00;10.87;940.00;0.00;1.08
90;0;2180.00;10.70;1641.00;0.00;1.12
91;0;3300.00;9.77;1253.00;0.00;1.24
92;0;2302.00;10.37;1591.00;0.00;1.36
93;0;1503.00;10.47;519.00;0.00;1.04
94;0;2262.00;9.92;1053.00;0.00;1.00
95;0;3742.00;12.60;929.00;0.00;1.16
96;0;2895.00;11.67;1071.00;0.00;1.20
97;0;3903.00;11.40;810.00;0.00;1.08
98;0;3650.00;11.42;336.00;0.00;1.16
99;0;3992.00;11.40;675.00;0.00;1.16
100;0;3676.00;10.67;1228.00;0.00;1.12
101;0;2027.00;11.55;831.00;0.00;1.32
