1;arms_factory;3602.00;9.90;1875.00;4.54;0
1;arms_factory;3598.00;10.75;1820.00;5.74;0
1;arms_factory;3545.00;9.82;1833.00;3.58;0
1;arms_factory;3576.00;10.65;1850.00;5.14;0
1;arms_factory;3532.00;9.93;1877.00;1.52;0
1;arms_factory;3572.00;10.60;1803.00;4.19;0
1;industrial_complex;3558.00;10.23;1881.00;2.03;0
1;industrial_complex;3559.00;10.40;1853.00;5.05;0
1;industrial_complex;3593.00;10.25;1861.00;6.25;0
1;industrial_complex;3566.00;10.62;1860.00;4.09;0
1;industrial_complex;3553.00;9.95;1818.00;0.47;0
1;industrial_complex;3564.00;9.93;1893.00;2.04;0
1;air_base;3553.00;10.00;1825.00;4.70;0
1;naval_base;3585.00;9.80;1880.00;-4.33;1789
1;naval_base;3548.00;9.50;1803.00;-1.39;2668
1;naval_base;3615.00;9.75;1882.00;-3.36;1789
1;bunker;3587.00;10.95;1831.00;3.14;0
1;bunker;3562.00;10.40;1850.00;5.81;0
1;bunker;3568.00;10.60;1800.00;2.54;0
1;coastal_bunker;3540.00;9.82;1897.00;-3.10;0
1;coastal_bunker;3543.00;9.50;1790.00;-1.39;0
1;coastal_bunker;3613.00;9.75;1882.00;-3.36;0
1;dockyard;3557.00;9.80;1900.00;-3.10;0
1;anti_air_building;3586.00;10.10;1869.00;3.66;0
1;anti_air_building;3556.00;10.57;1867.00;0.04;0
1;anti_air_building;3560.00;10.20;1826.00;2.70;0
1;synthetic_refinery;3585.00;10.65;1823.00;5.72;0
1;fuel_silo;3564.00;10.40;1834.00;0.64;0
1;radar_station;3577.00;10.75;1842.00;0.87;0
1;rocket_site;3581.00;9.88;1877.00;2.61;0
1;nuclear_reactor;3552.00;9.80;1805.00;2.71;0
2;arms_factory;2909.00;11.30;1744.00;3.58;0
2;arms_factory;2938.00;9.98;1829.00;5.14;0
2;arms_factory;2941.00;11.40;1772.00;1.52;0
2;arms_factory;2967.00;11.30;1635.00;4.19;0
2;arms_factory;2992.00;10.75;1788.00;2.03;0
2;arms_factory;3000.00;9.93;1859.00;5.05;0
2;industrial_complex;2980.00;10.30;1838.00;6.25;0
2;industrial_complex;2999.00;9.90;1830.00;4.09;0
2;industrial_complex;2971.00;11.28;1768.00;0.47;0
2;industrial_complex;2964.00;11.70;1761.00;2.04;0
2;industrial_complex;3005.00;10.85;1783.00;4.70;0
2;industrial_complex;2986.00;10.00;1856.00;2.54;0
2;air_base;2976.00;10.12;1849.00;3.74;0
2;naval_base;2957.00;9.80;1859.00;-1.81;2664
2;naval_base;2888.00;9.80;1813.00;-3.41;1690
2;naval_base;3052.00;9.85;1857.00;-3.93;2106
2;naval_base;2940.00;9.57;1837.00;-2.50;2664
2;bunker;3013.00;9.90;1737.00;5.21;0
2;bunker;2912.00;11.43;1765.00;1.59;0
2;bunker;2958.00;10.40;1815.00;4.25;0
2;bunker;2987.00;10.57;1789.00;0.99;0
2;bunker;2945.00;10.60;1801.00;3.66;0
2;bunker;2971.00;11.45;1735.00;0.04;0
2;bunker;2999.00;10.10;1846.00;2.70;0
2;bunker;3000.00;10.78;1675.00;5.72;0
2;bunker;3050.00;10.15;1853.00;0.64;0
2;bunker;2893.00;10.70;1795.00;4.76;0
2;coastal_bunker;3040.00;9.90;1861.00;-3.93;0
